b0,b1,b2,b3,z.sd,phi.ROS,z
2.93352,-0.66934,0.787436,0.182227,0.748522,8.98929,-0.733173063
2.91507,-0.581294,0.574398,0.296039,1.02995,7.24433,-0.861657558
2.98934,-0.540824,0.633678,0.313652,1.03098,6.43349,-0.753798345
3.07525,-0.599854,0.543328,0.47839,0.929389,7.46985,-1.009269674
3.09144,-0.640638,0.526906,0.379088,1.01342,7.82226,1.621167006
3.0125,-0.614806,0.566379,0.420219,0.936278,7.71415,-0.986464086
3.05454,-0.654714,0.590375,0.4082,0.811856,8.21335,0.655117005
3.08186,-0.671763,0.60956,0.451517,1.10749,5.99822,-1.559398282
2.92296,-0.524302,0.672858,0.323652,0.967751,9.23084,-0.485481759
2.89716,-0.567329,0.640218,0.423212,1.04823,9.60012,0.226516461
2.82438,-0.639394,0.565151,0.406443,0.972806,9.18749,0.944665993
2.83168,-0.84195,0.499569,0.265778,0.957158,8.62169,0.689336345
2.81759,-0.848689,0.623701,0.206408,1.10712,9.19943,0.37697391
2.79173,-0.647511,0.604949,0.123351,1.02892,9.12827,0.777715579
2.72694,-0.685096,0.67403,0.401354,1.05424,12.0926,1.752380373
2.7277,-0.625193,0.678853,0.298663,0.883185,7.89654,-1.173801629
2.76073,-0.615411,0.709499,0.19223,0.932302,10.4506,-0.485613921
2.83021,-0.5829,0.783242,0.269447,0.949342,9.09654,0.17760615
2.81365,-0.489115,0.727047,0.166794,0.875297,9.07069,0.442780904
2.71116,-0.515009,0.67618,0.221419,1.12094,8.52769,1.819356173
2.85357,-0.492135,0.564395,0.0965791,1.03558,6.87917,0.210474944
2.81863,-0.570405,0.575519,0.145343,0.966372,11.9773,0.402544394
2.83123,-0.669244,0.56587,0.0239147,0.867344,7.04873,-0.4687824
2.88329,-0.720066,0.546696,0.126472,0.805972,7.64612,-1.216142238
2.89321,-0.65562,0.726348,0.0637917,0.983435,9.39294,-0.644866701
2.88847,-0.699755,0.618093,0.254227,1.07853,10.1944,-0.187934951
2.95804,-0.686269,0.647009,0.197976,0.897545,9.07717,-0.565110814
2.87282,-0.807252,0.634146,0.055038,0.936076,12.3418,-0.473130749
2.88701,-0.772865,0.594011,0.125896,0.781937,7.93373,-0.444920318
2.83509,-0.662341,0.678444,0.0796705,0.931172,6.18159,-0.321439899
2.81787,-0.58964,0.629657,0.0442785,0.90832,7.25616,-1.031088666
2.93396,-0.645104,0.6586,0.182463,0.958861,11.7632,2.725776056
2.93951,-0.803949,0.683642,0.184458,0.997761,10.5449,-1.345158292
2.89766,-0.774209,0.597932,0.129665,0.893876,10.491,0.25268667
2.95014,-0.713643,0.733144,0.0339539,1.03385,13.7127,0.846372385
2.92796,-0.636088,0.687641,-0.0293665,1.00397,10.3392,0.993985421
2.93869,-0.636848,0.648026,0.221909,0.919828,9.80782,1.222683501
2.87513,-0.566643,0.697864,-0.00711679,0.882397,8.8874,0.572210521
2.83746,-0.623916,0.693247,-0.114947,0.980124,6.48412,0.281530461
2.7605,-0.679075,0.606645,0.225933,0.66567,4.4613,0.604116345
2.6458,-0.685228,0.697506,0.340456,0.627581,4.16922,0.300260628
2.74888,-0.674362,0.678018,0.454316,0.812575,5.90096,0.509526533
2.74159,-0.822431,0.655644,0.207842,0.843499,9.60483,0.193368378
2.81893,-0.707402,0.715869,0.349562,0.765012,11.0262,0.033861087
2.89836,-0.709736,0.745914,0.265972,0.874715,8.80312,0.292326381
2.95177,-0.789202,0.802311,0.203953,0.938613,11.7948,-1.366336816
2.85893,-0.854515,0.624247,0.135022,1.10489,11.4655,-0.250317363
2.71086,-0.801068,0.780754,0.163716,0.857886,9.40161,-0.683403377
2.92601,-0.842482,0.725634,0.213472,0.911167,10.8929,0.431190377
2.84811,-0.749538,0.716442,0.0300778,1.01819,10.5382,-1.364340521
2.80984,-0.837104,0.64462,0.0381886,1.02686,9.47487,-1.372252466
2.89759,-0.804506,0.608741,0.013602,1.00757,10.048,1.281413033
2.78555,-0.6611,0.671299,0.0779682,1.10083,8.8505,-0.500086344
2.75991,-0.638405,0.506688,0.443171,0.949392,8.7487,-0.983076448
2.85501,-0.787944,0.485448,0.248455,0.973912,7.21852,0.140679326
2.85191,-0.729066,0.4964,0.160676,0.862829,8.09748,-0.654209301
2.83654,-0.793784,0.745938,0.218439,0.796828,13.4058,0.610168803
2.7881,-0.759795,0.57872,0.215515,1.10755,10.6478,1.097695414
2.69741,-0.731596,0.452734,0.249639,1.04909,10.8846,-0.592406516
2.80392,-0.715436,0.56954,0.312672,1.04729,11.3248,0.623594918
2.82929,-0.61659,0.506827,0.427508,0.978648,10.593,-0.957763272
2.85665,-0.611571,0.572936,0.327299,1.0201,8.75431,-0.236521996
2.85315,-0.50888,0.601779,0.168384,0.959033,9.24932,0.510009104
2.73012,-0.568822,0.708044,0.0887571,0.920308,8.25096,-1.433644535
2.84421,-0.665196,0.689098,0.118546,0.902952,6.91662,0.563831206
2.80861,-0.62674,0.624171,0.133156,0.844477,6.69319,0.726689933
2.8508,-0.493703,0.503249,0.236977,0.920085,8.6431,-1.892976999
2.97891,-0.618898,0.527687,0.139336,0.860179,7.55111,-0.044217756
2.94566,-0.595946,0.600465,0.125927,1.0847,9.54129,0.750107431
2.81406,-0.705074,0.476841,0.0794285,0.909969,5.3023,0.670972722
2.85859,-0.634121,0.590706,0.18821,0.882658,6.10745,-0.008511634
2.89663,-0.54592,0.700758,0.294602,0.93214,7.81689,0.827740873
2.8476,-0.708162,0.511542,0.262039,0.958659,8.897,0.637643456
2.84603,-0.620585,0.529634,0.254529,0.979833,5.8899,1.194272483
2.79127,-0.634579,0.654006,0.0723339,0.887289,8.69396,1.645295322
2.82289,-0.654421,0.727567,-0.0206309,0.792082,4.80926,0.007068697
2.85769,-0.604165,0.826358,0.252941,1.00069,10.4715,-1.308608323
2.82271,-0.734177,0.793726,0.240188,1.00345,12.3282,-1.036728338
2.8205,-0.684486,0.672082,0.156454,0.828824,7.2221,0.475059975
2.79708,-0.507748,0.711276,0.0837387,0.974064,10.1722,0.775624054
2.74636,-0.533888,0.749099,0.136285,0.790011,6.05953,-1.598140745
2.7698,-0.498347,0.586649,0.0765742,0.894689,8.63519,-0.18872816
2.83957,-0.544741,0.617895,0.0956736,1.00669,7.88519,1.42238556
2.90759,-0.712264,0.580388,0.149072,0.77009,11.207,-0.342616456
2.80857,-0.812739,0.634168,0.162346,0.916967,9.79875,0.943701596
2.87285,-0.663904,0.77613,0.227004,0.993164,12.0725,0.545811215
2.86496,-0.656436,0.581139,0.111456,1.01558,8.22902,-1.380097314
2.87167,-0.596837,0.602914,0.250436,0.815115,7.07907,0.597105121
2.91271,-0.5708,0.556431,0.215687,0.901071,8.95336,0.101874647
2.83788,-0.560363,0.711053,0.214672,0.906981,6.44149,-0.020632759
2.81932,-0.54737,0.790005,0.0426222,0.937042,8.80659,1.065478789
2.75647,-0.504251,0.648412,0.010808,0.908001,8.74037,0.932200913
2.76046,-0.596741,0.582804,0.0300958,0.824114,8.28027,0.918254687
2.7812,-0.557002,0.528616,0.167143,1.03853,8.58979,1.834048336
2.82478,-0.540623,0.575981,0.200775,0.859165,9.94463,-0.883366539
2.82951,-0.571797,0.668581,0.218802,0.992545,13.8028,1.589237844
2.7959,-0.603269,0.808143,0.137131,1.0366,12.5487,-0.105341831
2.88776,-0.655187,0.738488,0.162369,0.925771,9.33021,0.464781442
2.96615,-0.671449,0.561639,0.0711255,0.975938,8.58414,-0.045529388
3.0323,-0.650246,0.620487,0.0583736,0.982156,9.86756,1.800326133
2.90443,-0.666147,0.532927,0.129221,0.908858,7.04977,-1.054919815
2.7751,-0.75788,0.604026,0.253814,0.919167,8.49337,-0.159633164
2.92662,-0.841871,0.7101,0.11006,0.868926,12.8697,-0.029370133
2.88242,-0.686574,0.801076,0.196948,0.816877,7.06956,0.134358411
2.89743,-0.643935,0.695015,0.2693,0.829298,8.45577,-0.856508739
2.93346,-0.655367,0.672041,0.323506,0.866083,8.92301,-1.739757696
2.86767,-0.688152,0.547698,0.226371,0.904412,11.3123,-0.582314159
2.78299,-0.873133,0.546296,0.182291,0.886126,8.1402,-0.181336926
2.81504,-0.719368,0.576601,0.159661,0.856501,8.43301,0.608879047
2.78512,-0.731852,0.544783,0.23383,0.862131,8.82406,-0.71195001
2.72409,-0.704706,0.72866,0.164354,1.07251,11.0649,0.029002622
2.85963,-0.635463,0.770022,0.161086,0.904585,11.5035,0.196858476
2.78908,-0.670861,0.648726,0.226312,0.898007,14.3454,-0.394615988
2.76775,-0.723904,0.659751,0.17299,0.774019,8.20892,0.173220417
2.73317,-0.674945,0.495206,0.209188,0.941509,8.26956,1.689044507
2.76852,-0.769725,0.628827,0.266499,0.819848,9.73088,0.85198313
2.77748,-0.672711,0.585219,0.130728,0.935643,12.5288,0.617032991
2.8586,-0.741563,0.53026,0.184985,1.03621,18.9986,-1.105908049
2.8712,-0.785935,0.566131,0.276903,0.91367,10.2033,-0.760087514
2.87165,-0.697695,0.559851,0.329549,0.989931,12.2478,-0.436811796
2.86405,-0.625699,0.628324,0.179175,0.906994,10.4265,0.922892302
2.85961,-0.62176,0.629244,0.34846,0.897089,9.40649,1.083706967
2.81216,-0.523752,0.590521,0.207658,0.771415,5.73243,-0.199857361
2.90105,-0.648531,0.629492,0.125837,0.850272,7.65839,1.387972491
2.896,-0.599269,0.772938,0.17275,0.825273,9.31104,-0.892873977
2.82391,-0.576063,0.614791,0.229071,1.02844,9.62382,-0.402401535
2.881,-0.567173,0.662046,0.142136,0.952304,10.4391,-0.613740905
2.92005,-0.609655,0.825951,0.144348,0.957409,8.62252,1.244787108
2.93397,-0.693151,0.695542,0.294458,0.884514,7.56649,1.189812146
2.99167,-0.575752,0.695271,0.289791,0.936236,7.63205,0.033511371
2.93319,-0.762322,0.615857,0.161933,0.829072,8.00145,0.654015015
3.02734,-0.616752,0.544575,0.321407,0.929385,6.71901,-0.01041097
2.96865,-0.479833,0.467012,0.376488,0.870103,6.88144,0.707951929
2.84255,-0.530952,0.541282,0.21419,0.933522,6.70774,-1.10427883
2.78946,-0.505461,0.59394,0.229282,0.867772,8.11649,-1.548865416
2.91221,-0.603995,0.501993,0.317984,0.908383,7.89428,-0.12304693
2.91846,-0.642702,0.352241,0.25971,0.907314,6.22284,0.967753331
2.90475,-0.589342,0.489359,0.158768,0.929829,9.00999,0.606449801
3.02497,-0.66556,0.577493,0.366448,1.04446,10.4918,1.094821525
3.14358,-0.640588,0.655781,0.107208,0.997756,10.158,-1.370554199
3.04986,-0.731627,0.502607,0.28057,1.09427,8.76461,0.805484852
3.03069,-0.600059,0.311554,0.114867,1.12831,10.2321,1.625578295
2.94715,-0.645807,0.504256,0.316392,0.942076,8.30485,-0.528682967
2.86234,-0.60717,0.524429,0.197369,1.05016,8.72054,-0.851763567
2.87655,-0.64702,0.632771,0.271605,1.05827,9.43888,0.964185968
2.94568,-0.687972,0.687284,0.262557,0.97334,7.62555,-0.064478106
2.84791,-0.685399,0.37913,0.195586,0.934802,6.62829,2.101385354
2.8521,-0.750523,0.552433,0.0218761,0.921696,9.24977,0.014701243
2.80157,-0.760904,0.632935,0.0601232,0.872592,8.94602,2.024737524
2.83495,-0.620993,0.57342,-0.054313,1.04293,9.59201,-0.726867528
2.91083,-0.676058,0.712947,0.0973989,1.11475,11.094,0.900804009
2.84932,-0.550721,0.752523,0.131781,0.885854,11.1709,0.690042227
2.88877,-0.570863,0.779755,0.224436,1.03803,7.94717,0.275000177
2.89766,-0.563392,0.640511,0.257283,0.950201,9.09877,0.185663439
2.936,-0.741085,0.630872,0.332068,0.993669,9.41372,-1.004178407
2.95053,-0.632862,0.722782,0.235153,0.84268,8.94497,0.694050678
2.93805,-0.680483,0.789025,0.200699,0.87707,6.85505,0.766132785
2.97702,-0.688241,0.861198,0.0224483,0.929581,8.80293,0.101298598
2.91898,-0.617754,0.816928,0.237605,0.89624,10.2576,-0.081810763
2.93545,-0.676712,0.885811,0.330715,0.915494,10.2644,0.260380052
2.95396,-0.557877,0.896867,0.387487,0.830951,11.2924,0.158355962
2.95339,-0.601927,0.756307,0.384637,0.946607,10.8696,-0.659544775
2.93459,-0.664863,0.824165,0.356488,0.906652,9.15516,0.030809255
2.93058,-0.65336,0.847071,0.315604,0.832314,7.68653,-1.718141709
2.938,-0.760116,0.771278,0.256972,0.889022,7.6879,-0.538382069
2.86253,-0.690675,0.636498,0.192679,0.943219,6.74528,-1.428604405
2.79876,-0.571185,0.574642,0.31161,0.863143,7.49083,0.022736247
2.86738,-0.688544,0.624965,0.253383,0.889032,9.39799,-1.276501385
2.782,-0.671319,0.593851,0.222256,1.06961,8.40745,0.542873525
2.69287,-0.684931,0.604392,0.234968,0.836923,7.97342,0.369048985
2.86808,-0.750328,0.599145,0.309562,1.01279,8.02834,2.56312522
2.81584,-0.615315,0.681433,0.178646,0.903914,8.16985,0.748619521
2.80233,-0.638617,0.687448,0.160556,0.958065,9.01816,-0.962098778
2.85497,-0.710939,0.695631,0.23901,0.794549,8.86318,-0.031590231
2.842,-0.69168,0.702504,0.344914,0.89694,12.2566,-0.461771179
2.9036,-0.559048,0.716549,0.402807,0.999321,11.4521,0.26374276
3.02227,-0.597664,0.869973,0.350511,0.869908,7.84125,-0.588231761
2.91337,-0.538047,0.788418,0.478603,0.841818,9.04355,-0.231945534
2.84291,-0.494125,0.641218,0.552056,0.857198,7.33254,-0.991382501
2.86872,-0.569867,0.712532,0.335525,0.854958,7.07777,-0.478783279
2.90617,-0.686548,0.616979,0.38228,0.940824,7.35074,-0.653850787
2.84743,-0.635465,0.509797,0.132868,0.926782,6.47487,1.029129746
2.87872,-0.714788,0.642323,0.0620536,0.96221,9.70119,-1.187734779
3.01965,-0.565648,0.765073,0.109287,0.832307,8.39608,-0.341517631
3.01678,-0.675568,0.726083,0.210678,0.957997,7.59575,0.433503268
2.93227,-0.748949,0.573306,0.375413,1.02785,10.2982,2.369926176
3.02865,-0.835267,0.534449,0.276515,1.05355,10.3945,-1.130284319
2.96586,-0.91987,0.655328,0.16287,0.985906,8.41836,0.55757646
2.9506,-0.671133,0.584741,0.138715,1.00673,9.02673,0.481972158
2.96504,-0.782706,0.628136,0.154225,1.02427,12.7236,-0.144716946
2.96171,-0.829903,0.540241,0.102572,1.05151,12.5425,-0.270774638
2.9781,-0.761502,0.715234,0.0696633,0.872552,11.8558,0.494245236
2.86252,-0.780509,0.626539,0.0340654,1.05338,11.8111,1.219347763
2.97954,-0.719147,0.90723,-0.0349681,0.919757,10.5369,0.065988453
2.86533,-0.595536,0.824449,0.171809,1.00509,10.6227,1.537904454
2.87498,-0.56869,0.759462,0.0870087,0.926605,12.1447,0.321993052
2.88708,-0.558098,0.663484,0.0656856,1.06348,10.7035,0.505212678
2.79539,-0.642037,0.780616,0.098712,0.936192,8.24395,0.393604998
2.79259,-0.563446,0.647569,0.350164,0.932358,12.5646,-1.219798219
2.82286,-0.60548,0.582796,0.388826,1.08074,11.4006,0.248548437
2.92627,-0.762874,0.567202,0.457104,1.00796,11.4818,0.702145232
2.8607,-0.664733,0.572042,0.447911,0.971488,11.7563,1.281585049
2.91777,-0.706252,0.533841,0.313643,0.927167,10.0304,-1.18876818
2.86106,-0.696155,0.599471,0.295502,1.01694,11.612,1.468784004
2.85891,-0.705583,0.565507,0.186089,0.947051,9.42716,-0.330993819
2.85928,-0.765686,0.637026,0.202457,0.918267,13.3209,0.865503712
2.89935,-0.76047,0.604462,0.298802,0.842822,13.6228,0.920810932
2.85629,-0.827516,0.657661,0.148333,0.796896,7.51165,-0.287390357
2.88593,-0.866213,0.494784,0.138174,0.939089,8.88923,1.660595478
2.95973,-0.750138,0.630228,0.115693,1.19919,10.1888,-1.675190985
2.94292,-0.792245,0.610913,0.172092,0.917134,9.84287,-0.539553109
3.04475,-0.720315,0.798011,0.202294,1.0159,11.5961,0.549564085
2.98386,-0.617261,0.781266,0.283533,0.997039,11.2227,-0.41391238
2.94015,-0.635178,0.56739,0.42387,0.894173,7.02983,-1.518979072
2.93338,-0.643956,0.468423,0.0900061,1.09227,7.62337,0.343911208
2.8612,-0.612897,0.432384,0.176838,0.999811,7.44726,-0.065627316
2.86846,-0.562652,0.677751,0.183419,0.981955,9.28402,2.182079902
2.91061,-0.660796,0.775962,0.117017,0.963702,7.22074,0.477428317
2.94715,-0.617313,0.644283,0.0991742,0.924732,8.82353,0.12490228
2.86568,-0.636813,0.462331,0.207004,1.13498,7.76495,1.603128482
2.75403,-0.624448,0.419459,0.193354,1.00669,8.06031,0.898123841
2.79373,-0.636534,0.429836,0.305552,0.924009,6.76013,-0.655884024
2.79972,-0.640235,0.343851,0.453068,1.11889,11.8747,-0.220595904
2.94196,-0.644999,0.284681,0.432172,1.19555,13.5933,-0.18882692
2.96736,-0.590417,0.409358,0.428797,0.848993,6.7944,-0.467072324
2.9586,-0.633423,0.533511,0.401034,0.954382,11.3401,-1.466352803
2.99376,-0.524755,0.518565,0.361926,0.902086,8.94923,0.697000618
2.90086,-0.52235,0.56527,0.367671,0.902647,10.6505,0.280429107
2.89292,-0.493095,0.653671,0.282818,0.968689,9.19874,0.970181858
2.8738,-0.417997,0.671782,0.205156,0.99825,6.91981,0.043098402
2.77681,-0.633974,0.663653,0.182157,0.947172,5.6962,-0.219688584
2.82062,-0.691535,0.673623,0.114092,0.87766,9.00727,-1.167974379
2.91253,-0.720641,0.614469,0.0912738,0.987273,7.56885,0.551755786
3.01533,-0.797863,0.648694,0.204281,1.06355,7.29592,-0.874336191
3.07256,-0.784032,0.678755,0.179741,0.809673,10.2592,-0.19015329
3.08632,-0.772882,0.698814,-0.0271755,0.964538,9.2644,-0.668670015
2.97421,-0.616519,0.644904,0.0308895,1.01294,10.0743,-0.424477136
2.88543,-0.592626,0.505389,0.029733,0.920624,8.77832,-1.044441482
2.87636,-0.594258,0.61121,0.0778341,0.924048,8.87002,1.313300548
2.87876,-0.604176,0.557527,0.160348,0.847511,8.54486,-0.660317405
2.8524,-0.557763,0.678238,0.0344739,0.957123,6.80022,-1.480145982
2.84705,-0.784269,0.521092,0.0936191,1.0194,7.75117,0.05082458
2.8382,-0.759655,0.677511,0.0796015,0.923133,6.84597,1.597331752
2.8842,-0.543708,0.693512,0.0620498,0.793628,7.3187,0.624356009
2.94959,-0.476071,0.638259,0.304324,0.895107,10.7918,1.304203077
2.74393,-0.494,0.56786,0.142412,0.972054,6.17346,-0.4850838
2.75437,-0.551856,0.602064,0.0190195,1.01475,9.13477,1.741935077
2.83856,-0.603338,0.703753,-0.0281559,0.899576,8.81874,0.03956481
2.81415,-0.551385,0.657119,0.0839812,0.980547,5.66745,0.332473769
2.79596,-0.643953,0.47275,0.132874,0.947384,5.83065,-0.294690453
2.84134,-0.668925,0.584255,0.120272,1.16721,10.3523,0.64094892
2.91105,-0.716196,0.558106,0.151621,0.930307,8.2834,-0.337859081
2.82704,-0.636636,0.687246,0.145334,0.863246,13.6126,0.363244016
2.87001,-0.689336,0.606911,0.193565,0.861235,9.2875,-0.209863094
2.8377,-0.666817,0.685613,0.152581,0.890478,11.4335,-0.482606486
2.64152,-0.670062,0.670107,0.236352,1.04773,7.62244,-1.076958667
2.71262,-0.714217,0.609004,0.152355,0.815572,6.44532,-0.279081822
2.79328,-0.725069,0.55141,0.0366799,0.783819,4.02204,1.274761405
2.90006,-0.721119,0.576938,0.180779,0.778398,4.52934,1.312872061
3.01677,-0.779966,0.66508,0.206072,0.886022,9.40553,0.049670473
2.97636,-0.984002,0.660371,0.353598,0.941732,14.206,-0.221310445
2.91444,-0.829327,0.635083,0.242155,0.864204,9.19134,0.100322909
2.93235,-0.848473,0.671981,0.259192,0.99476,11.0146,-0.816031348
2.72259,-0.696342,0.58435,0.273006,0.829132,9.84476,-0.514822939
2.83772,-0.601395,0.459002,0.299086,0.977767,6.88208,0.466950183
2.81557,-0.629974,0.538009,0.200891,1.12582,9.23243,-0.947368531
2.76495,-0.517921,0.729831,0.109465,0.938427,6.97489,-0.619631891
2.75955,-0.571827,0.662427,0.261382,0.806526,6.75223,-0.593724164
2.80926,-0.687229,0.635502,0.207732,0.775749,5.31319,-0.406838272
2.90639,-0.748985,0.471775,0.247731,0.859373,10.004,0.609370339
2.83802,-0.666602,0.539582,0.37006,0.986924,8.83353,0.550368657
2.93986,-0.642794,0.545987,0.470486,0.92081,8.94563,1.689387597
2.87098,-0.55251,0.554358,0.180219,1.00979,8.94099,0.25648494
2.82444,-0.691773,0.541907,0.312576,0.963507,7.84302,0.533974316
2.74879,-0.683185,0.515458,0.321947,1.00553,11.4459,1.52364006
2.73727,-0.706436,0.655608,0.27299,0.960387,9.07573,-0.803722489
2.87561,-0.646526,0.573155,0.329699,0.884464,6.6753,1.261632339
2.80685,-0.677772,0.687497,0.241663,0.785556,7.48811,-0.230402393
2.83,-0.687294,0.658053,0.144719,0.887625,9.15669,-0.005331811
2.78644,-0.785302,0.412107,0.182928,1.02801,4.91128,0.072441188
2.79214,-0.838401,0.551036,0.0957886,0.850405,5.6202,0.980090983
2.69382,-0.678182,0.678429,0.159361,0.720933,6.27804,-1.128055242
2.78751,-0.764872,0.660604,0.0874859,0.9566,9.50479,-0.148778132
2.86576,-0.680419,0.477216,0.193047,1.00821,8.5274,1.721514797
2.94044,-0.661601,0.484027,0.171206,1.0607,12.903,-1.580373457
2.92242,-0.810461,0.594257,0.0650506,0.96309,13.119,0.992293142
2.95572,-0.866401,0.472649,0.180151,0.921684,9.01001,3.240166787
2.93757,-0.865826,0.608337,0.202467,0.964253,8.94694,-0.097840637
2.88739,-0.877224,0.754223,0.207905,0.904984,10.8726,-0.068394285
3.02259,-0.771518,0.728413,0.287643,0.899347,11.2361,1.153643999
3.00467,-0.655222,0.801859,0.392251,1.02486,12.1182,-0.03860488
2.96122,-0.688048,0.942323,0.139677,0.964866,10.3147,0.018076557
2.89844,-0.637433,0.682901,0.215837,0.846654,14.0635,-0.886636061
2.86621,-0.660954,0.692878,0.171393,1.06181,13.945,-0.502539871
2.80681,-0.602358,0.542999,0.233533,0.89087,7.13985,-0.256194281
2.79627,-0.735626,0.576307,0.37171,0.81614,5.49632,1.256518124
2.81003,-0.813677,0.676369,0.344574,0.769566,6.69056,1.096800956
2.96782,-0.669735,0.616595,0.385565,0.856875,6.56876,0.908938298
2.99233,-0.662269,0.496448,0.254829,0.917504,8.86975,-0.367750065
3.10347,-0.667159,0.547925,0.232276,1.05036,16.2996,-0.523147745
3.04055,-0.72939,0.492927,0.157427,1.00114,7.87342,-2.711829218
3.1475,-0.797796,0.499249,0.212224,0.94526,9.71471,-0.520028481
3.13093,-0.845427,0.477413,0.107186,0.992429,12.0412,-1.347069901
2.96925,-0.754719,0.849702,0.126393,0.950082,8.50203,0.273607231
2.94186,-0.701828,0.51307,0.115803,1.01134,8.11465,-0.621187328
2.94589,-0.764457,0.641508,0.0252904,1.00002,12.935,-1.495454543
2.95185,-0.755549,0.515597,0.10941,0.924312,6.91667,0.075182181
2.8189,-0.645072,0.525925,0.0422449,0.896137,7.80708,-1.420726194
2.82435,-0.580657,0.55739,0.0230367,0.873924,6.68582,1.272528312
2.95024,-0.665105,0.769655,-0.00173764,0.838403,7.22261,0.499289713
2.87654,-0.762638,0.733585,-0.0406171,0.932629,6.94082,-1.48245824
2.84193,-0.844825,0.787756,-0.0501856,0.944103,10.3263,-0.106724651
2.80391,-0.909477,0.664828,-0.146687,0.848449,14.7994,-0.618563687
2.93297,-0.81882,0.685878,-0.208754,0.93549,14.6839,-0.785994179
2.90081,-0.712074,0.681688,-0.0206816,1.0384,8.1818,-0.414625489
2.99473,-0.780582,0.62212,0.102205,1.09318,13.2885,-1.316931029
2.82072,-0.773955,0.491193,0.115275,1.08951,11.8646,-1.448751845
2.87026,-0.696925,0.553116,-0.0272114,0.989499,10.3674,-1.279004157
2.87471,-0.676334,0.689872,0.0522392,1.09184,10.5244,0.500708373
2.87295,-0.673591,0.67434,0.179221,0.851679,8.86591,0.749934227
2.95469,-0.596565,0.795175,0.147528,1.00673,11.6614,1.629108165
3.11456,-0.671905,0.654114,0.250223,0.96945,12.9784,1.302481391
3.01051,-0.744387,0.604265,0.296486,0.843062,9.13723,1.610957397
2.98941,-0.626758,0.617662,0.246765,0.773708,6.34756,-1.320050989
2.87089,-0.590492,0.594742,0.283472,1.08532,8.46985,3.28657046
2.8112,-0.592949,0.686262,0.273162,0.915805,8.6945,-0.510485252
2.91419,-0.710821,0.662347,0.268036,0.900152,12.6981,-0.26227361
2.93558,-0.871182,0.6201,0.320552,0.794669,8.27525,-0.585977898
2.93346,-0.941936,0.571251,0.338302,0.927475,10.8233,-0.450848005
2.8463,-0.886546,0.499407,0.453989,0.875758,11.2876,-0.153968209
2.81334,-0.849623,0.548387,0.486756,0.853045,6.62098,-0.427433515
2.76069,-0.96289,0.538121,0.41208,0.929427,9.37179,-0.992607058
2.76853,-0.758515,0.629976,0.295463,0.78424,7.88702,0.913087503
2.83162,-0.824155,0.594297,0.132845,0.837516,11.0514,-0.558297353
2.71016,-0.713245,0.514123,0.158296,0.961702,5.66557,-0.348274519
2.80345,-0.68364,0.550589,0.085857,0.883009,6.54147,1.437585955
2.84009,-0.701378,0.558789,0.115009,0.792256,6.82582,0.314785631
2.84152,-0.667251,0.589755,0.0146969,1.00688,6.45153,-2.007376443
2.75499,-0.636702,0.585555,0.0694528,0.908979,6.15232,0.433218935
2.7726,-0.543445,0.616205,0.336367,0.834104,5.65154,-0.656168276
2.65709,-0.479037,0.569584,0.380565,1.05033,7.3658,0.21700134
2.66158,-0.556679,0.622484,0.367531,1.00237,9.3832,2.175844873
2.76715,-0.813598,0.700969,0.308324,0.860556,8.88567,1.31234317
2.7664,-0.69286,0.637703,0.309631,0.944617,12.6724,2.758210072
2.62938,-0.561349,0.826395,0.198321,0.96719,9.41506,-0.920657176
2.78485,-0.581383,0.665807,0.145705,0.860272,9.58752,-0.511516571
2.89435,-0.687155,0.672242,0.0847127,0.987213,9.48519,0.553776474
2.8508,-0.708827,0.646746,0.194434,0.962828,9.78629,0.516242787
2.81951,-0.606386,0.67262,0.164643,0.810234,7.27426,0.112523581
2.97587,-0.653903,0.766844,0.273354,0.901586,6.72119,1.456856444
2.93408,-0.605704,0.751493,0.305644,0.845897,12.4674,0.297386358
2.98764,-0.668675,0.653703,0.182622,0.947739,10.7586,0.942045267
2.75909,-0.6375,0.544068,0.323182,0.982624,7.62153,0.838849758
2.76763,-0.667549,0.640078,0.402628,0.919474,9.37356,-1.181108684
2.80306,-0.643427,0.671673,0.464145,0.935129,7.38078,0.739624429
2.75031,-0.709872,0.565408,0.441182,0.863029,5.13246,1.412267327
2.80044,-0.825204,0.434402,0.35484,0.895354,6.798,-0.357155968
2.79946,-0.620853,0.779838,0.255728,0.917471,12.2591,-0.432735602
2.85379,-0.592448,0.642884,0.29534,0.985264,8.34035,-1.248190347
2.92505,-0.612749,0.653668,0.242144,0.91789,9.20359,0.5795239
2.96147,-0.650589,0.635297,0.000748516,0.892802,6.36845,2.375739115
2.8085,-0.523835,0.590521,0.0995872,0.927781,6.81211,-0.415904414
2.81371,-0.680391,0.619178,0.0577099,0.972463,9.49893,-0.066587669
2.85438,-0.62599,0.816523,0.0200774,1.00487,9.54233,-0.926127027
2.91554,-0.787895,0.848358,0.0123816,0.873827,8.48142,-0.325036247
2.90711,-0.622136,0.725857,0.0153747,0.969261,10.3792,-0.869288265
2.98784,-0.651497,0.82885,0.0420346,0.881813,13.66,-0.089830912
2.80819,-0.587645,0.676967,0.081922,0.861426,8.65025,-0.484976379
2.84409,-0.590926,0.635934,0.124417,0.915214,9.24548,-1.321716599
2.88099,-0.652101,0.728771,0.232839,0.822394,8.97559,0.035896078
2.93567,-0.667451,0.60224,0.161068,0.967822,10.2544,-0.903424666
